[00:00:00] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.95; DamageFactor: 4.95; Health: 84.16;  Old Health: 20.0; Default HP: 20.0
[00:06:35] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 4.85; DamageFactor: 4.85; Health: 48.5;  Old Health: 10.0; Default HP: 10.0
[00:06:35] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 4.85; DamageFactor: 4.85; Health: 48.5;  Old Health: 10.0; Default HP: 10.0
[00:06:36] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:06:36] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:06:36] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.85; DamageFactor: 4.85; Health: 134.71;  Old Health: 20.0; Default HP: 20.0
[00:06:37] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 126.15;  Old Health: 20.0; Default HP: 20.0
[00:06:37] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 5.0; DamageFactor: 5.0; Health: 50.0;  Old Health: 10.0; Default HP: 10.0
[00:06:37] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.85; DamageFactor: 4.85; Health: 94.81;  Old Health: 20.0; Default HP: 20.0
[00:06:37] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 113.28;  Old Health: 20.0; Default HP: 20.0
[00:06:38] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:06:40] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 107.97;  Old Health: 20.0; Default HP: 20.0
[00:06:40] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 113.8;  Old Health: 20.0; Default HP: 20.0
[00:06:40] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 107.19;  Old Health: 20.0; Default HP: 20.0
[00:06:40] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 5.0; DamageFactor: 5.0; Health: 110.24;  Old Health: 20.0; Default HP: 20.0
[00:06:42] [Server thread/INFO]: [STDOUT]: minecraft:cave_spider; HealthFactor: 5.0; DamageFactor: 5.0; Health: 71.02;  Old Health: 12.0; Default HP: 12.0
[00:06:42] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 5.0; DamageFactor: 5.0; Health: 80.52;  Old Health: 20.0; Default HP: 20.0
[00:06:42] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 5.0; DamageFactor: 5.0; Health: 62.27;  Old Health: 20.0; Default HP: 20.0
[00:06:42] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:06:42] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 4.95; DamageFactor: 4.95; Health: 32.74;  Old Health: 10.0; Default HP: 10.0
[00:06:42] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 4.95; DamageFactor: 4.95; Health: 49.5;  Old Health: 10.0; Default HP: 10.0
[00:06:42] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 4.95; DamageFactor: 4.95; Health: 40.88;  Old Health: 10.0; Default HP: 10.0
[00:06:42] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 4.95; DamageFactor: 4.95; Health: 49.5;  Old Health: 10.0; Default HP: 10.0
[00:06:44] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 5.0; DamageFactor: 5.0; Health: 30.0;  Old Health: 6.0; Default HP: 6.0
[00:06:44] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 5.0; DamageFactor: 5.0; Health: 30.0;  Old Health: 6.0; Default HP: 6.0
[00:06:44] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 5.0; DamageFactor: 5.0; Health: 30.0;  Old Health: 6.0; Default HP: 6.0
[00:06:46] [Server thread/INFO]: [STDOUT]: minecraft:zombie_villager; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:06:46] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.95; DamageFactor: 4.95; Health: 67.8;  Old Health: 20.0; Default HP: 20.0
[00:06:46] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 52.0; Default HP: 20.0
[00:06:47] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 4.95; DamageFactor: 4.95; Health: 79.2;  Old Health: 16.0; Default HP: 16.0
[00:06:47] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 4.95; DamageFactor: 4.95; Health: 84.85;  Old Health: 16.0; Default HP: 16.0
[00:06:48] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:06:48] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.85; DamageFactor: 4.85; Health: 64.6;  Old Health: 20.0; Default HP: 20.0
[00:06:49] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 82.6;  Old Health: 20.0; Default HP: 20.0
[00:06:52] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.95; DamageFactor: 4.95; Health: 95.25;  Old Health: 20.0; Default HP: 20.0
[00:06:52] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:06:52] [Server thread/INFO]: [STDOUT]: minecraft:cave_spider; HealthFactor: 4.95; DamageFactor: 4.95; Health: 59.400000000000006;  Old Health: 12.0; Default HP: 12.0
[00:06:52] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 4.95; DamageFactor: 4.95; Health: 50.08;  Old Health: 16.0; Default HP: 16.0
[00:06:56] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 105.27;  Old Health: 20.0; Default HP: 20.0
[00:06:56] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 77.25;  Old Health: 20.0; Default HP: 20.0
[00:06:56] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:07:01] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 102.23;  Old Health: 20.0; Default HP: 20.0
[00:07:02] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 4.95; DamageFactor: 4.95; Health: 29.700000000000003;  Old Health: 6.0; Default HP: 6.0
[00:07:02] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 4.95; DamageFactor: 4.95; Health: 29.700000000000003;  Old Health: 6.0; Default HP: 6.0
[00:07:02] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:07:02] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.95; DamageFactor: 4.95; Health: 79.42;  Old Health: 20.0; Default HP: 20.0
[00:07:04] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 5.0; DamageFactor: 5.0; Health: 111.82;  Old Health: 20.0; Default HP: 20.0
[00:07:05] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:07:05] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 84.13;  Old Health: 20.0; Default HP: 20.0
[00:07:08] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.95; DamageFactor: 4.95; Health: 65.5;  Old Health: 20.0; Default HP: 20.0
[00:07:08] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 4.85; DamageFactor: 4.85; Health: 48.5;  Old Health: 10.0; Default HP: 10.0
[00:07:08] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 4.85; DamageFactor: 4.85; Health: 48.5;  Old Health: 10.0; Default HP: 10.0
[00:07:09] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.86; DamageFactor: 4.86; Health: 97.2;  Old Health: 20.0; Default HP: 20.0
[00:07:10] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.37;  Old Health: 20.0; Default HP: 20.0
[00:07:12] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:07:13] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 5.0; DamageFactor: 5.0; Health: 62.29;  Old Health: 16.0; Default HP: 16.0
[00:07:13] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 5.0; DamageFactor: 5.0; Health: 138.23;  Old Health: 20.0; Default HP: 20.0
[00:07:13] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 5.0; DamageFactor: 5.0; Health: 25.29;  Old Health: 6.0; Default HP: 6.0
[00:07:15] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:07:15] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.95; DamageFactor: 4.95; Health: 132.8;  Old Health: 20.0; Default HP: 20.0
[00:07:15] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:07:18] [Server thread/INFO]: [STDOUT]: minecraft:cave_spider; HealthFactor: 5.0; DamageFactor: 5.0; Health: 60.0;  Old Health: 12.0; Default HP: 12.0
[00:07:19] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:07:19] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:07:19] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 5.0; DamageFactor: 5.0; Health: 130.95;  Old Health: 20.0; Default HP: 20.0
[00:07:20] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:07:20] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 4.85; DamageFactor: 4.85; Health: 77.6;  Old Health: 16.0; Default HP: 16.0
[00:07:20] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 4.85; DamageFactor: 4.85; Health: 70.58;  Old Health: 16.0; Default HP: 16.0
[00:07:21] [Server thread/INFO]: [STDOUT]: minecraft:cave_spider; HealthFactor: 5.0; DamageFactor: 5.0; Health: 64.58;  Old Health: 12.0; Default HP: 12.0
[00:07:22] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 4.95; DamageFactor: 4.95; Health: 18.5;  Old Health: 6.0; Default HP: 6.0
[00:07:22] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 4.95; DamageFactor: 4.95; Health: 31.12;  Old Health: 6.0; Default HP: 6.0
[00:07:22] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:07:22] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:07:24] [Server thread/INFO]: [STDOUT]: minecraft:witch; HealthFactor: 5.0; DamageFactor: 5.0; Health: 130.0;  Old Health: 26.0; Default HP: 26.0
[00:07:24] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:07:25] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:07:25] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:07:26] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 4.85; DamageFactor: 4.85; Health: 48.5;  Old Health: 10.0; Default HP: 10.0
[00:07:26] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 4.85; DamageFactor: 4.85; Health: 48.5;  Old Health: 10.0; Default HP: 10.0
[00:07:26] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 4.85; DamageFactor: 4.85; Health: 58.1;  Old Health: 10.0; Default HP: 10.0
[00:07:26] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 4.85; DamageFactor: 4.85; Health: 48.5;  Old Health: 10.0; Default HP: 10.0
[00:07:29] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.86; DamageFactor: 4.86; Health: 101.56;  Old Health: 20.0; Default HP: 20.0
[00:07:30] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:07:30] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.86; DamageFactor: 4.86; Health: 127.1;  Old Health: 20.0; Default HP: 20.0
[00:07:32] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 4.95; DamageFactor: 4.95; Health: 49.5;  Old Health: 10.0; Default HP: 10.0
[00:07:32] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 4.95; DamageFactor: 4.95; Health: 49.5;  Old Health: 10.0; Default HP: 10.0
[00:07:32] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 4.95; DamageFactor: 4.95; Health: 49.5;  Old Health: 10.0; Default HP: 10.0
[00:07:32] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 4.95; DamageFactor: 4.95; Health: 49.5;  Old Health: 10.0; Default HP: 10.0
[00:07:34] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:07:35] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 5.0; DamageFactor: 5.0; Health: 85.37;  Old Health: 20.0; Default HP: 20.0
[00:07:36] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 102.55;  Old Health: 20.0; Default HP: 20.0
[00:07:39] [Server thread/INFO]: [STDOUT]: minecraft:witch; HealthFactor: 4.95; DamageFactor: 4.95; Health: 128.70000000000002;  Old Health: 26.0; Default HP: 26.0
[00:07:39] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 93.88;  Old Health: 20.0; Default HP: 20.0
[00:07:40] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 4.95; DamageFactor: 4.95; Health: 29.700000000000003;  Old Health: 6.0; Default HP: 6.0
[00:07:41] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:07:41] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:07:41] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 5.0; DamageFactor: 5.0; Health: 98.02;  Old Health: 20.0; Default HP: 20.0
[00:07:41] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 5.0; DamageFactor: 5.0; Health: 80.0;  Old Health: 16.0; Default HP: 16.0
[00:07:43] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 5.0; DamageFactor: 5.0; Health: 30.0;  Old Health: 6.0; Default HP: 6.0
[00:07:45] [Server thread/INFO]: [STDOUT]: minecraft:cave_spider; HealthFactor: 5.0; DamageFactor: 5.0; Health: 60.0;  Old Health: 12.0; Default HP: 12.0
[00:07:46] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.95; DamageFactor: 4.95; Health: 90.52;  Old Health: 20.0; Default HP: 20.0
[00:07:46] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.95; DamageFactor: 4.95; Health: 94.88;  Old Health: 20.0; Default HP: 20.0
[00:07:46] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.95; DamageFactor: 4.95; Health: 100.02;  Old Health: 20.0; Default HP: 20.0
[00:07:49] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:07:49] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 4.95; DamageFactor: 4.95; Health: 29.700000000000003;  Old Health: 6.0; Default HP: 6.0
[00:07:49] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 4.95; DamageFactor: 4.95; Health: 25.12;  Old Health: 6.0; Default HP: 6.0
[00:07:51] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:07:52] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 5.0; DamageFactor: 5.0; Health: 30.0;  Old Health: 6.0; Default HP: 6.0
[00:07:53] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 5.0; DamageFactor: 5.0; Health: 30.23;  Old Health: 6.0; Default HP: 6.0
[00:07:53] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 5.0; DamageFactor: 5.0; Health: 30.0;  Old Health: 6.0; Default HP: 6.0
[00:07:53] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:07:53] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:07:54] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.95; DamageFactor: 4.95; Health: 68.44;  Old Health: 20.0; Default HP: 20.0
[00:07:55] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 4.95; DamageFactor: 4.95; Health: 50.92;  Old Health: 16.0; Default HP: 16.0
[00:07:56] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 127.38;  Old Health: 20.0; Default HP: 20.0
[00:07:57] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:07:57] [Server thread/INFO]: [STDOUT]: minecraft:enderman; HealthFactor: 5.0; DamageFactor: 5.0; Health: 189.04;  Old Health: 40.0; Default HP: 40.0
[00:07:57] [Server thread/INFO]: [STDOUT]: minecraft:enderman; HealthFactor: 5.0; DamageFactor: 5.0; Health: 179.78;  Old Health: 40.0; Default HP: 40.0
[00:07:58] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 4.95; DamageFactor: 4.95; Health: 79.2;  Old Health: 16.0; Default HP: 16.0
[00:07:59] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 62.54;  Old Health: 20.0; Default HP: 20.0
[00:07:59] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:08:00] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:08:01] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.95; DamageFactor: 4.95; Health: 135.82;  Old Health: 20.0; Default HP: 20.0
[00:08:01] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:08:01] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:08:01] [Server thread/INFO]: [STDOUT]: minecraft:cave_spider; HealthFactor: 4.95; DamageFactor: 4.95; Health: 36.41;  Old Health: 12.0; Default HP: 12.0
[00:08:04] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:08:05] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.85; DamageFactor: 4.85; Health: 124.12;  Old Health: 20.0; Default HP: 20.0
[00:08:05] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:08:05] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:08:05] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 130.65;  Old Health: 20.0; Default HP: 20.0
[00:08:09] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 104.84;  Old Health: 20.0; Default HP: 20.0
[00:08:09] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 5.0; DamageFactor: 5.0; Health: 80.0;  Old Health: 16.0; Default HP: 16.0
[00:08:10] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.86; DamageFactor: 4.86; Health: 73.85;  Old Health: 20.0; Default HP: 20.0
[00:08:10] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.86; DamageFactor: 4.86; Health: 97.2;  Old Health: 20.0; Default HP: 20.0
[00:08:12] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:08:12] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:08:12] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:08:14] [Server thread/INFO]: [STDOUT]: minecraft:drowned; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:08:14] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:08:14] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.95; DamageFactor: 4.95; Health: 92.39;  Old Health: 20.0; Default HP: 20.0
[00:08:15] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 4.95; DamageFactor: 4.95; Health: 29.700000000000003;  Old Health: 6.0; Default HP: 6.0
[00:08:16] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 62.94;  Old Health: 20.0; Default HP: 20.0
[00:08:16] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:08:17] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 4.85; DamageFactor: 4.85; Health: 77.6;  Old Health: 16.0; Default HP: 16.0
[00:08:18] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.85; DamageFactor: 4.85; Health: 88.46;  Old Health: 20.0; Default HP: 20.0
[00:08:18] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:08:20] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.85; DamageFactor: 4.85; Health: 108.17;  Old Health: 20.0; Default HP: 20.0
[00:08:20] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:08:22] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 4.95; DamageFactor: 4.95; Health: 29.700000000000003;  Old Health: 6.0; Default HP: 6.0
[00:08:23] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:08:23] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:08:23] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 4.85; DamageFactor: 4.85; Health: 48.5;  Old Health: 10.0; Default HP: 10.0
[00:08:25] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 5.0; DamageFactor: 5.0; Health: 34.15;  Old Health: 6.0; Default HP: 6.0
[00:08:25] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 4.95; DamageFactor: 4.95; Health: 37.68;  Old Health: 6.0; Default HP: 6.0
[00:08:27] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:08:27] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 5.0; DamageFactor: 5.0; Health: 87.65;  Old Health: 20.0; Default HP: 20.0
[00:08:28] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
